id,node_id,temp,humidity,ax,ay,az,x,y,z,co_ppm,ch4_ppm,hazardous_ppm,rfid,status,timestamp
10752,Miner-01,29.72,52.00,1.24,0.58,5.39,0.00,0.00,0.00,0.59,0.00,0.71,None,SAFE,2026-02-14T04:10:44Z
10753,Miner-01,29.71,52.00,0.74,1.04,6.31,0.00,0.00,0.00,0.56,0.00,0.68,None,SAFE,2026-02-14T04:10:46Z
10754,Miner-01,29.71,52.00,1.18,0.47,7.11,0.00,0.00,0.00,0.61,0.00,0.74,None,SAFE,2026-02-14T04:10:47Z
10755,Miner-01,29.71,52.00,0.00,1.45,6.06,0.00,0.00,0.00,0.58,0.00,0.70,None,SAFE,2026-02-14T04:10:48Z
10756,Miner-01,29.71,52.00,1.28,1.04,5.38,0.00,0.00,0.00,0.55,0.00,0.68,None,SAFE,2026-02-14T04:10:49Z
10757,Miner-01,29.72,52.00,0.37,0.00,6.08,0.00,0.00,0.00,0.50,0.00,0.63,None,SAFE,2026-02-14T04:10:52Z
10758,Miner-01,29.71,52.00,0.82,0.24,7.29,0.00,0.00,0.00,0.47,0.00,0.59,None,SAFE,2026-02-14T04:10:53Z
10759,Miner-01,29.71,52.00,1.30,1.29,5.79,0.00,0.00,0.00,0.47,0.00,0.60,None,SAFE,2026-02-14T04:10:54Z
10760,Miner-01,29.71,52.00,0.47,0.00,5.87,0.00,0.00,0.00,0.47,0.00,0.60,None,SAFE,2026-02-14T04:10:55Z
10761,Miner-01,29.71,52.00,1.28,0.81,7.19,0.00,0.00,0.00,0.48,0.00,0.63,None,SAFE,2026-02-14T04:10:56Z
10762,Miner-01,29.72,52.00,0.53,0.58,6.99,0.00,0.00,0.00,0.53,0.00,0.67,None,SAFE,2026-02-14T04:10:58Z
10763,Miner-01,29.72,52.00,0.22,0.35,7.11,0.00,0.00,0.00,0.55,0.00,0.71,None,SAFE,2026-02-14T04:10:59Z
10764,Miner-01,29.73,52.00,0.79,0.00,5.28,0.00,0.00,0.00,0.54,0.00,0.70,None,SAFE,2026-02-14T04:11:00Z
10765,Miner-01,29.73,52.00,1.09,0.73,5.92,0.00,0.00,0.00,0.52,0.00,0.67,None,SAFE,2026-02-14T04:11:01Z
10766,Miner-01,29.73,52.00,0.92,1.37,7.19,0.00,0.00,0.00,0.49,0.00,0.64,None,SAFE,2026-02-14T04:11:02Z
10767,Miner-01,29.73,52.00,0.73,1.23,7.15,0.00,0.00,0.00,0.51,0.00,0.66,None,SAFE,2026-02-14T04:11:04Z
10768,Miner-01,29.73,52.00,1.19,0.43,5.77,0.00,0.00,0.00,0.56,0.00,0.72,None,SAFE,2026-02-14T04:11:05Z
10769,Miner-01,29.72,52.00,0.17,0.99,6.41,0.00,0.00,0.00,0.60,0.00,0.76,None,SAFE,2026-02-14T04:11:06Z
10770,Miner-01,29.73,52.00,0.28,0.59,5.13,0.00,0.00,0.00,0.57,0.00,0.73,None,SAFE,2026-02-14T04:11:07Z
10771,Miner-01,29.73,52.00,1.33,1.71,6.37,0.00,0.00,0.00,0.59,0.00,0.76,None,SAFE,2026-02-14T04:11:08Z
10772,Miner-01,29.73,52.00,1.36,0.00,5.14,0.00,0.00,0.00,0.56,0.00,0.72,None,SAFE,2026-02-14T04:11:10Z
10773,Miner-01,29.73,52.00,0.58,1.24,5.73,0.00,0.00,0.00,0.53,0.00,0.68,None,SAFE,2026-02-14T04:11:11Z
10774,Miner-01,29.73,52.00,0.27,0.00,6.41,0.00,0.00,0.00,0.59,0.00,0.74,None,SAFE,2026-02-14T04:11:12Z
10775,Miner-01,29.74,52.00,1.17,0.97,6.18,0.00,0.00,0.00,0.65,0.00,0.81,None,SAFE,2026-02-14T04:11:13Z
10776,Miner-01,29.73,52.00,0.92,1.27,5.95,0.00,0.00,0.00,0.61,0.00,0.77,None,SAFE,2026-02-14T04:11:14Z
10777,Miner-01,29.72,52.00,0.22,1.45,5.50,0.00,0.00,0.00,0.58,0.00,0.73,None,SAFE,2026-02-14T04:11:16Z
10778,Miner-01,29.72,52.00,0.30,1.31,5.57,0.00,0.00,0.00,0.55,0.00,0.69,None,SAFE,2026-02-14T04:11:17Z
10779,Miner-01,29.72,52.00,0.69,0.29,6.25,0.00,0.00,0.00,0.53,0.00,0.66,None,SAFE,2026-02-14T04:11:18Z
10780,Miner-01,29.73,52.00,1.23,0.55,7.31,0.00,0.00,0.00,0.57,0.00,0.70,None,SAFE,2026-02-14T04:11:19Z
10781,Miner-01,29.74,52.00,1.27,0.00,5.78,0.00,0.00,0.00,0.54,0.00,0.67,None,SAFE,2026-02-14T04:11:20Z
10782,Miner-01,29.75,52.00,1.01,1.39,6.86,0.00,0.00,0.00,0.59,0.00,0.73,None,SAFE,2026-02-14T04:11:22Z
10783,Miner-01,29.75,52.00,0.27,0.34,5.39,0.00,0.00,0.00,0.56,0.00,0.69,None,SAFE,2026-02-14T04:11:23Z
10784,Miner-01,29.75,52.00,0.00,0.00,5.98,0.00,0.00,0.00,0.53,0.00,0.65,None,SAFE,2026-02-14T04:11:24Z
10785,Miner-01,29.75,52.00,0.42,1.35,6.54,0.00,0.00,0.00,0.58,0.00,0.72,None,SAFE,2026-02-14T04:11:25Z
10786,Miner-01,29.75,52.00,1.19,0.00,5.41,0.00,0.00,0.00,0.64,0.00,0.78,None,SAFE,2026-02-14T04:11:26Z
10787,Miner-01,29.75,52.00,0.28,0.40,5.79,0.00,0.00,0.00,0.61,0.00,0.74,None,SAFE,2026-02-14T04:11:28Z
10788,Miner-01,29.75,52.00,0.68,0.35,6.38,0.00,0.00,0.00,0.58,0.00,0.70,None,SAFE,2026-02-14T04:11:29Z
10789,Miner-01,29.75,52.00,0.00,1.23,6.56,0.00,0.00,0.00,0.55,0.00,0.67,None,SAFE,2026-02-14T04:11:30Z
10790,Miner-01,29.75,52.00,0.00,0.73,5.50,0.00,0.00,0.00,0.52,0.00,0.64,None,SAFE,2026-02-14T04:11:31Z
10791,Miner-01,29.75,52.00,1.19,0.86,5.90,0.00,0.00,0.00,0.51,0.00,0.63,None,SAFE,2026-02-14T04:11:34Z
10792,Miner-01,29.75,52.00,0.20,0.27,6.18,0.00,0.00,0.00,0.49,0.00,0.60,None,SAFE,2026-02-14T04:11:35Z
10793,Miner-01,29.75,52.00,0.28,1.35,7.03,0.00,0.00,0.00,0.46,0.00,0.57,None,SAFE,2026-02-14T04:11:36Z
10794,Miner-01,29.75,52.00,1.35,0.24,6.65,0.00,0.00,0.00,0.44,0.00,0.54,None,SAFE,2026-02-14T04:11:37Z
10795,Miner-01,29.76,52.00,0.84,0.41,6.68,0.00,0.00,0.00,0.42,0.00,0.52,None,SAFE,2026-02-14T04:11:38Z
10796,Miner-01,29.76,52.00,0.60,0.35,6.02,0.00,0.00,0.00,0.40,0.00,0.49,None,SAFE,2026-02-14T04:11:40Z
10797,Miner-01,29.75,52.00,0.00,0.54,5.73,0.00,0.00,0.00,0.44,0.00,0.55,None,SAFE,2026-02-14T04:11:41Z
10798,Miner-01,29.75,52.00,1.24,1.03,6.62,0.00,0.00,0.00,0.42,0.00,0.52,None,SAFE,2026-02-14T04:11:42Z
10799,Miner-01,29.75,52.00,1.35,0.27,5.74,0.00,0.00,0.00,0.40,0.00,0.49,None,SAFE,2026-02-14T04:11:43Z
10800,Miner-01,29.76,52.00,0.43,1.46,5.61,0.00,0.00,0.00,0.38,0.00,0.47,None,SAFE,2026-02-14T04:11:44Z
10801,Miner-01,29.75,52.00,0.00,0.87,5.93,0.00,0.00,0.00,0.36,0.00,0.45,None,SAFE,2026-02-14T04:11:46Z
10802,Miner-01,29.75,52.00,0.39,0.81,6.14,0.00,0.00,0.00,0.41,0.00,0.50,None,SAFE,2026-02-14T04:11:47Z
10803,Miner-01,29.76,52.00,1.00,0.70,5.26,0.00,0.00,0.00,0.39,0.00,0.48,None,SAFE,2026-02-14T04:11:48Z
10804,Miner-01,29.77,52.00,1.24,0.00,5.13,0.00,0.00,0.00,0.44,0.00,0.53,None,SAFE,2026-02-14T04:11:49Z
10805,Miner-01,29.76,52.00,0.62,0.19,6.10,0.00,0.00,0.00,0.41,0.00,0.51,None,SAFE,2026-02-14T04:11:50Z
10806,Miner-01,29.76,52.00,1.01,0.75,6.30,0.00,0.00,0.00,0.41,0.00,0.51,None,SAFE,2026-02-14T04:11:52Z
10807,Miner-01,29.76,52.00,0.26,0.00,6.21,0.00,0.00,0.00,0.41,0.00,0.52,None,SAFE,2026-02-14T04:11:53Z
10808,Miner-01,29.76,52.00,0.53,0.00,5.83,0.00,0.00,0.00,0.45,0.00,0.57,None,SAFE,2026-02-14T04:11:54Z
10809,Miner-01,29.77,52.00,0.71,0.99,5.23,0.00,0.00,0.00,0.50,0.00,0.62,None,SAFE,2026-02-14T04:11:55Z
10810,Miner-01,29.77,52.00,0.65,1.18,6.34,0.00,0.00,0.00,0.47,0.00,0.59,None,SAFE,2026-02-14T04:11:56Z
10811,Miner-01,29.77,52.00,0.00,1.20,5.74,0.00,0.00,0.00,0.45,0.00,0.57,None,SAFE,2026-02-14T04:11:58Z
10812,Miner-01,29.77,52.00,0.29,0.00,6.56,0.00,0.00,0.00,0.43,0.00,0.55,None,SAFE,2026-02-14T04:11:59Z
10813,Miner-01,29.78,52.00,0.40,0.50,6.21,0.00,0.00,0.00,0.40,0.00,0.53,None,SAFE,2026-02-14T04:12:00Z
10814,Miner-01,29.78,52.00,0.00,1.29,6.00,0.00,0.00,0.00,0.38,0.00,0.50,None,SAFE,2026-02-14T04:12:01Z
10815,Miner-01,29.78,52.00,1.09,1.26,7.24,0.00,0.00,0.00,0.38,0.00,0.50,None,SAFE,2026-02-14T04:12:02Z
10816,Miner-01,29.78,52.00,0.42,0.00,6.91,0.00,0.00,0.00,0.41,0.00,0.54,None,SAFE,2026-02-14T04:12:04Z
10817,Miner-01,29.79,52.00,0.25,0.00,6.18,0.00,0.00,0.00,0.45,0.00,0.59,None,SAFE,2026-02-14T04:12:05Z
10818,Miner-01,29.80,52.00,0.00,1.03,6.42,0.00,0.00,0.00,0.44,0.00,0.59,None,SAFE,2026-02-14T04:12:06Z
10819,Miner-01,29.79,52.00,0.44,0.39,5.78,0.00,0.00,0.00,0.48,0.00,0.63,None,SAFE,2026-02-14T04:12:07Z
10820,Miner-01,29.79,52.00,0.00,0.89,6.62,0.00,0.00,0.00,0.52,0.00,0.68,None,SAFE,2026-02-14T04:12:08Z
10821,Miner-01,29.79,52.00,0.26,0.26,7.11,0.00,0.00,0.00,0.50,0.00,0.65,None,SAFE,2026-02-14T04:12:10Z
10822,Miner-01,29.80,52.00,0.00,0.39,6.46,0.00,0.00,0.00,0.47,0.00,0.61,None,SAFE,2026-02-14T04:12:11Z
10823,Miner-01,29.79,52.00,1.35,0.18,6.10,0.00,0.00,0.00,0.45,0.00,0.58,None,SAFE,2026-02-14T04:12:12Z
10824,Miner-01,29.79,52.00,0.46,0.30,6.18,0.00,0.00,0.00,0.49,0.00,0.63,None,SAFE,2026-02-14T04:12:13Z
10825,Miner-01,29.79,52.00,1.21,0.88,7.29,0.00,0.00,0.00,0.51,0.00,0.65,None,SAFE,2026-02-14T04:12:14Z
10826,Miner-01,29.80,52.00,1.19,0.24,7.29,0.00,0.00,0.00,0.50,0.00,0.65,None,SAFE,2026-02-14T04:12:16Z
10827,Miner-01,29.80,52.00,0.92,0.34,7.35,0.00,0.00,0.00,0.51,0.00,0.67,None,SAFE,2026-02-14T04:12:17Z
10828,Miner-01,29.81,52.00,0.85,0.00,5.13,0.00,0.00,0.00,0.49,0.00,0.64,None,SAFE,2026-02-14T04:12:18Z
10829,Miner-01,29.81,52.00,1.19,0.00,5.27,0.00,0.00,0.00,0.52,0.00,0.68,None,SAFE,2026-02-14T04:12:19Z
10830,Miner-01,29.81,52.00,0.28,0.24,6.24,0.00,0.00,0.00,0.50,0.00,0.65,None,SAFE,2026-02-14T04:12:20Z
10831,Miner-01,29.81,52.00,0.52,0.32,5.13,0.00,0.00,0.00,0.47,0.00,0.62,None,SAFE,2026-02-14T04:12:22Z
10832,Miner-01,29.81,52.00,1.27,0.19,6.71,0.00,0.00,0.00,0.50,0.00,0.64,None,SAFE,2026-02-14T04:12:23Z
10833,Miner-01,29.81,52.00,0.43,0.00,5.92,0.00,0.00,0.00,0.47,0.00,0.61,None,SAFE,2026-02-14T04:12:24Z
10834,Miner-01,29.81,52.00,1.28,0.29,5.74,0.00,0.00,0.00,0.45,0.00,0.60,None,SAFE,2026-02-14T04:12:25Z
10835,Miner-01,29.81,52.00,0.41,0.23,5.82,0.00,0.00,0.00,0.47,0.00,0.62,None,SAFE,2026-02-14T04:12:27Z
10836,Miner-01,29.82,52.00,0.21,0.21,6.10,0.00,0.00,0.00,0.44,0.00,0.60,None,SAFE,2026-02-14T04:12:28Z
10837,Miner-01,29.81,52.00,1.23,0.00,5.65,0.00,0.00,0.00,0.47,0.00,0.63,None,SAFE,2026-02-14T04:12:29Z
10838,Miner-01,29.81,52.00,0.16,0.21,7.29,0.00,0.00,0.00,0.45,0.00,0.60,None,SAFE,2026-02-14T04:12:30Z
10839,Miner-01,29.82,52.00,1.17,0.00,6.23,0.00,0.00,0.00,0.44,0.00,0.60,None,SAFE,2026-02-14T04:12:31Z
10840,Miner-01,29.82,52.00,1.09,1.47,5.13,0.00,0.00,0.00,0.42,0.00,0.57,None,SAFE,2026-02-14T04:12:33Z
10841,Miner-01,29.82,52.00,1.24,0.78,6.03,0.00,0.00,0.00,0.40,0.00,0.54,None,SAFE,2026-02-14T04:12:34Z
10842,Miner-01,29.81,52.00,0.00,0.00,6.06,0.00,0.00,0.00,0.38,0.00,0.51,None,SAFE,2026-02-14T04:12:35Z
10843,Miner-01,29.81,52.00,0.76,0.24,5.60,0.00,0.00,0.00,0.36,0.00,0.49,None,SAFE,2026-02-14T04:12:36Z
10844,Miner-01,29.81,52.00,0.00,0.00,5.94,0.00,0.00,0.00,0.45,0.00,0.59,None,SAFE,2026-02-14T04:12:39Z
10845,Miner-01,29.82,52.00,0.59,0.37,6.07,0.00,0.00,0.00,0.43,0.00,0.56,None,SAFE,2026-02-14T04:12:40Z
10846,Miner-01,29.82,52.00,1.21,1.22,5.23,0.00,0.00,0.00,0.41,0.00,0.53,None,SAFE,2026-02-14T04:12:41Z
10847,Miner-01,29.82,52.00,0.89,0.87,5.13,0.00,0.00,0.00,0.45,0.00,0.59,None,SAFE,2026-02-14T04:12:42Z
10848,Miner-01,29.82,52.00,1.11,0.00,7.31,0.00,0.00,0.00,0.43,0.00,0.56,None,SAFE,2026-02-14T04:12:43Z
10849,Miner-01,29.81,52.00,1.33,0.97,7.19,0.00,0.00,0.00,0.49,0.00,0.63,None,SAFE,2026-02-14T04:12:44Z
10850,Miner-01,29.82,52.00,0.22,1.37,5.87,0.00,0.00,0.00,0.47,0.00,0.59,None,SAFE,2026-02-14T04:12:46Z
10851,Miner-01,29.82,52.00,0.48,0.00,6.50,0.00,0.00,0.00,0.44,0.00,0.56,None,SAFE,2026-02-14T04:12:47Z
10852,Miner-01,29.82,52.00,1.23,0.78,7.20,0.00,0.00,0.00,0.47,0.00,0.60,None,SAFE,2026-02-14T04:12:48Z
10853,Miner-01,29.82,52.00,1.01,0.00,5.73,0.00,0.00,0.00,0.45,0.00,0.57,None,SAFE,2026-02-14T04:12:49Z
10854,Miner-01,29.82,52.00,0.39,0.00,6.38,0.00,0.00,0.00,0.50,0.00,0.63,None,SAFE,2026-02-14T04:12:51Z
10855,Miner-01,29.83,52.00,0.31,0.59,5.89,0.00,0.00,0.00,0.53,0.00,0.67,None,SAFE,2026-02-14T04:12:52Z
10856,Miner-01,29.83,52.00,0.43,0.88,7.15,0.00,0.00,0.00,0.51,0.00,0.64,None,SAFE,2026-02-14T04:12:53Z
10857,Miner-01,29.83,52.00,1.03,1.03,5.50,0.00,0.00,0.00,0.48,0.00,0.61,None,SAFE,2026-02-14T04:12:54Z
10858,Miner-01,29.82,52.00,0.18,0.54,6.46,0.00,0.00,0.00,0.43,0.00,0.55,None,SAFE,2026-02-14T04:12:57Z
10859,Miner-01,29.82,52.00,0.39,0.38,7.19,0.00,0.00,0.00,0.41,0.00,0.52,None,SAFE,2026-02-14T04:12:58Z
10860,Miner-01,29.82,52.00,0.22,0.40,5.89,0.00,0.00,0.00,0.39,0.00,0.49,None,SAFE,2026-02-14T04:12:59Z
10861,Miner-01,29.83,52.00,0.42,0.60,5.77,0.00,0.00,0.00,0.37,0.00,0.47,None,SAFE,2026-02-14T04:13:00Z
10862,Miner-01,29.83,52.00,0.60,0.33,6.42,0.00,0.00,0.00,0.39,0.00,0.50,None,SAFE,2026-02-14T04:13:01Z
10863,Miner-01,29.83,52.00,0.60,1.37,6.91,0.00,0.00,0.00,0.44,0.00,0.55,None,SAFE,2026-02-14T04:13:03Z
10864,Miner-01,29.83,52.00,0.00,0.00,7.39,0.00,0.00,0.00,0.47,0.00,0.59,None,SAFE,2026-02-14T04:13:04Z
10865,Miner-01,29.83,52.00,1.23,1.29,5.78,0.00,0.00,0.00,0.44,0.00,0.56,None,SAFE,2026-02-14T04:13:05Z
10866,Miner-01,29.83,52.00,0.23,0.40,7.09,0.00,0.00,0.00,0.42,0.00,0.53,None,SAFE,2026-02-14T04:13:06Z
10867,Miner-01,29.83,52.00,0.54,1.15,5.55,0.00,0.00,0.00,0.47,0.00,0.58,None,SAFE,2026-02-14T04:13:07Z
10868,Miner-01,29.83,52.00,0.44,0.40,6.41,0.00,0.00,0.00,0.45,0.00,0.57,None,SAFE,2026-02-14T04:13:09Z
10869,Miner-01,29.83,52.00,0.23,0.24,5.50,0.00,0.00,0.00,0.49,0.00,0.63,None,SAFE,2026-02-14T04:13:10Z
10870,Miner-01,29.83,52.00,0.77,0.00,6.30,0.00,0.00,0.00,0.54,0.00,0.67,None,SAFE,2026-02-14T04:13:11Z
10871,Miner-01,29.83,52.00,0.77,0.21,6.33,0.00,0.00,0.00,0.51,0.00,0.64,None,SAFE,2026-02-14T04:13:12Z
10872,Miner-01,29.82,52.00,0.28,0.31,5.94,0.00,0.00,0.00,0.48,0.00,0.61,None,SAFE,2026-02-14T04:13:13Z
10873,Miner-01,29.82,52.00,0.00,0.81,5.63,0.00,0.00,0.00,0.48,0.00,0.61,None,SAFE,2026-02-14T04:13:16Z
10874,Miner-01,29.82,52.00,1.09,1.38,5.40,0.00,0.00,0.00,0.47,0.00,0.61,None,SAFE,2026-02-14T04:13:17Z
10875,Miner-01,29.82,52.00,0.00,0.67,5.13,0.00,0.00,0.00,0.54,0.00,0.68,None,SAFE,2026-02-14T04:13:18Z
10876,Miner-01,29.82,52.00,0.38,0.56,5.83,0.00,0.00,0.00,0.56,0.00,0.71,None,SAFE,2026-02-14T04:13:19Z
10877,Miner-01,29.83,52.00,0.21,0.21,5.81,0.00,0.00,0.00,0.60,0.00,0.76,None,SAFE,2026-02-14T04:13:21Z
10878,Miner-01,29.83,52.00,0.00,0.50,7.23,0.00,0.00,0.00,0.67,0.00,0.83,None,SAFE,2026-02-14T04:13:22Z
10879,Miner-01,29.82,52.00,0.00,0.34,6.73,0.00,0.00,0.00,0.79,0.00,0.96,None,SAFE,2026-02-14T04:13:23Z
10880,Miner-01,29.82,52.00,0.41,0.57,6.77,0.00,0.00,0.00,0.82,0.00,0.99,None,SAFE,2026-02-14T04:13:24Z
10881,Miner-01,29.82,52.00,0.18,0.00,5.23,0.00,0.00,0.00,0.78,0.00,0.94,None,SAFE,2026-02-14T04:13:25Z
10882,Miner-01,29.83,52.00,0.34,1.33,6.06,0.00,0.00,0.00,0.80,0.00,0.97,None,SAFE,2026-02-14T04:13:27Z
10883,Miner-01,29.83,52.00,0.20,0.18,5.86,0.00,0.00,0.00,0.76,0.00,0.93,None,SAFE,2026-02-14T04:13:28Z
10884,Miner-01,29.83,52.00,1.21,1.07,5.99,0.00,0.00,0.00,0.78,0.00,0.95,None,SAFE,2026-02-14T04:13:29Z
10885,Miner-01,29.83,52.00,0.20,1.31,6.88,0.00,0.00,0.00,0.74,0.00,0.91,None,SAFE,2026-02-14T04:13:30Z
10886,Miner-01,29.83,52.00,0.30,0.00,7.32,0.00,0.00,0.00,0.70,0.00,0.86,None,SAFE,2026-02-14T04:13:31Z
10887,Miner-01,29.82,52.00,0.00,1.25,7.20,0.00,0.00,0.00,0.67,0.00,0.82,None,SAFE,2026-02-14T04:13:33Z
10888,Miner-01,29.82,52.00,0.22,0.18,7.23,0.00,0.00,0.00,0.63,0.00,0.78,None,SAFE,2026-02-14T04:13:34Z
10889,Miner-01,29.82,52.00,0.00,0.40,5.31,0.00,0.00,0.00,0.60,0.00,0.74,None,SAFE,2026-02-14T04:13:35Z
10890,Miner-01,29.83,52.00,0.22,0.30,5.21,0.00,0.00,0.00,0.57,0.00,0.70,None,SAFE,2026-02-14T04:13:36Z
10891,Miner-01,29.83,52.00,0.18,1.53,5.92,0.00,0.00,0.00,0.54,0.00,0.67,None,SAFE,2026-02-14T04:13:37Z
10892,Miner-01,29.83,52.00,0.00,0.24,6.91,0.00,0.00,0.00,0.57,0.00,0.70,None,SAFE,2026-02-14T04:13:39Z
10893,Miner-01,29.83,52.00,0.00,0.72,5.13,0.00,0.00,0.00,0.59,0.00,0.72,None,SAFE,2026-02-14T04:13:40Z
10894,Miner-01,29.83,52.00,0.36,0.30,5.41,0.00,0.00,0.00,0.62,0.00,0.77,None,SAFE,2026-02-14T04:13:41Z
10895,Miner-01,29.83,52.00,0.96,1.51,7.37,0.00,0.00,0.00,0.65,0.00,0.80,None,SAFE,2026-02-14T04:13:42Z
10896,Miner-01,29.83,52.00,1.23,1.37,6.97,0.00,0.00,0.00,0.69,0.00,0.85,None,SAFE,2026-02-14T04:13:43Z
10897,Miner-01,29.83,52.00,0.92,0.72,5.28,0.00,0.00,0.00,0.72,0.00,0.89,None,SAFE,2026-02-14T04:13:45Z
10898,Miner-01,29.83,52.00,0.00,0.72,6.26,0.00,0.00,0.00,0.69,0.00,0.84,None,SAFE,2026-02-14T04:13:46Z
10899,Miner-01,29.83,52.00,0.59,0.41,5.89,0.00,0.00,0.00,0.70,0.00,0.86,None,SAFE,2026-02-14T04:13:47Z
10900,Miner-01,29.83,52.00,0.71,0.39,7.35,0.00,0.00,0.00,0.67,0.00,0.82,None,SAFE,2026-02-14T04:13:48Z
10901,Miner-01,29.82,52.00,0.71,0.34,6.97,0.00,0.00,0.00,0.68,0.00,0.84,None,SAFE,2026-02-14T04:13:49Z
10902,Miner-01,29.83,52.00,0.80,0.00,5.81,0.00,0.00,0.00,0.69,0.00,0.85,None,SAFE,2026-02-14T04:13:51Z
10903,Miner-01,29.83,52.00,0.00,0.00,5.92,0.00,0.00,0.00,0.66,0.00,0.81,None,SAFE,2026-02-14T04:13:52Z
10904,Miner-01,29.84,52.00,1.24,0.22,6.17,0.00,0.00,0.00,0.71,0.00,0.87,None,SAFE,2026-02-14T04:13:53Z
10905,Miner-01,29.84,52.00,0.79,1.05,5.82,0.00,0.00,0.00,0.73,0.00,0.90,None,SAFE,2026-02-14T04:13:54Z
10906,Miner-01,29.84,52.00,0.74,0.18,5.28,0.00,0.00,0.00,0.70,0.00,0.86,None,SAFE,2026-02-14T04:13:55Z
10907,Miner-01,29.84,52.00,1.01,0.49,6.13,0.00,0.00,0.00,0.66,0.00,0.81,None,SAFE,2026-02-14T04:13:57Z
10908,Miner-01,29.84,52.00,0.48,0.88,6.46,0.00,0.00,0.00,0.65,0.00,0.80,None,SAFE,2026-02-14T04:13:58Z
10909,Miner-01,29.84,52.00,1.20,0.00,7.03,0.00,0.00,0.00,0.61,0.00,0.76,None,SAFE,2026-02-14T04:13:59Z
10910,Miner-01,29.84,52.00,1.33,0.66,6.05,0.00,0.00,0.00,0.58,0.00,0.73,None,SAFE,2026-02-14T04:14:00Z
10911,Miner-01,29.84,52.00,0.30,0.30,6.16,0.00,0.00,0.00,0.55,0.00,0.69,None,SAFE,2026-02-14T04:14:01Z
10912,Miner-01,29.84,52.00,0.30,0.00,5.92,0.00,0.00,0.00,0.53,0.00,0.67,None,SAFE,2026-02-14T04:14:03Z
10913,Miner-01,29.84,52.00,0.33,0.26,6.42,0.00,0.00,0.00,0.57,0.00,0.71,None,SAFE,2026-02-14T04:14:04Z
10914,Miner-01,29.84,52.00,0.18,0.27,5.90,0.00,0.00,0.00,0.63,0.00,0.78,None,SAFE,2026-02-14T04:14:05Z
10915,Miner-01,29.84,52.00,0.52,0.57,7.13,0.00,0.00,0.00,0.60,0.00,0.74,None,SAFE,2026-02-14T04:14:06Z
10916,Miner-01,29.84,52.00,0.20,0.46,6.88,0.00,0.00,0.00,0.57,0.00,0.71,None,SAFE,2026-02-14T04:14:07Z
10917,Miner-01,29.84,52.00,1.00,0.75,6.68,0.00,0.00,0.00,0.61,0.00,0.75,None,SAFE,2026-02-14T04:14:09Z
10918,Miner-01,29.85,52.00,0.52,0.40,7.15,0.00,0.00,0.00,0.58,0.00,0.71,None,SAFE,2026-02-14T04:14:10Z
10919,Miner-01,29.85,52.00,0.35,1.31,6.39,0.00,0.00,0.00,0.61,0.00,0.76,None,SAFE,2026-02-14T04:14:11Z
10920,Miner-01,29.85,52.00,0.26,0.23,6.58,0.00,0.00,0.00,0.64,0.00,0.80,None,SAFE,2026-02-14T04:14:12Z
10921,Miner-01,29.85,52.00,0.25,0.35,5.98,0.00,0.00,0.00,0.68,0.00,0.84,None,SAFE,2026-02-14T04:14:13Z
10922,Miner-01,29.85,52.00,0.00,0.17,5.92,0.00,0.00,0.00,0.64,0.00,0.80,None,SAFE,2026-02-14T04:14:15Z
10923,Miner-01,29.85,52.00,0.18,0.23,6.58,0.00,0.00,0.00,0.61,0.00,0.76,None,SAFE,2026-02-14T04:14:16Z
10924,Miner-01,29.85,52.00,0.73,0.36,5.78,0.00,0.00,0.00,0.65,0.00,0.80,None,SAFE,2026-02-14T04:14:17Z
10925,Miner-01,29.86,52.00,0.39,0.38,6.37,0.00,0.00,0.00,0.62,0.00,0.76,None,SAFE,2026-02-14T04:14:18Z
10926,Miner-01,29.86,52.00,0.00,0.41,6.14,0.00,0.00,0.00,0.58,0.00,0.72,None,SAFE,2026-02-14T04:14:19Z
10927,Miner-01,29.86,52.00,0.00,1.45,7.10,0.00,0.00,0.00,0.56,0.00,0.69,None,SAFE,2026-02-14T04:14:21Z
10928,Miner-01,29.86,52.00,0.41,0.88,7.00,0.00,0.00,0.00,0.56,0.00,0.70,None,SAFE,2026-02-14T04:14:22Z
10929,Miner-01,29.85,52.00,0.00,0.72,5.59,0.00,0.00,0.00,0.54,0.00,0.67,None,SAFE,2026-02-14T04:14:23Z
10930,Miner-01,29.85,52.00,1.23,1.29,5.66,0.00,0.00,0.00,0.57,0.00,0.71,None,SAFE,2026-02-14T04:14:24Z
10931,Miner-01,29.85,52.00,1.01,0.16,5.76,0.00,0.00,0.00,0.54,0.00,0.68,None,SAFE,2026-02-14T04:14:25Z
10932,Miner-01,29.85,52.00,0.23,1.25,7.31,0.00,0.00,0.00,0.51,0.00,0.65,None,SAFE,2026-02-14T04:14:27Z
10933,Miner-01,29.85,52.00,0.00,0.00,7.07,0.00,0.00,0.00,0.54,0.00,0.68,None,SAFE,2026-02-14T04:14:28Z
10934,Miner-01,29.85,52.00,0.69,0.56,5.49,0.00,0.00,0.00,0.51,0.00,0.64,None,SAFE,2026-02-14T04:14:29Z
10935,Miner-01,29.85,52.00,1.09,0.40,6.56,0.00,0.00,0.00,0.54,0.00,0.68,None,SAFE,2026-02-14T04:14:30Z
10936,Miner-01,29.85,52.00,1.31,0.45,5.19,0.00,0.00,0.00,0.51,0.00,0.66,None,SAFE,2026-02-14T04:14:31Z
